chnm	casn	dsstox_substance_id	ABCB1	ABCB11	ABCC2	ABCC3	ABCG2	ACLY	ACOX1	ADK	AFP	ALPP	APOA5	BAD	BAX	BCL2	BCL2L11	BID	CASP3	CASP8	CAT	CCND1	CDKN1A	CFLAR	CYP1A1	CYP1A2	CYP24A1	CYP2B6	CYP2C19	CYP2C8	CYP2C9	CYP2E1	CYP3A4	CYP3A5	CYP3A7	CYP4A11	CYP4A22	CYP7A1	DDIT3	EGF	EGR1	EZR	FABP1	FAS	FASN	FMO3	FOXO1	FOXO3	GADD45A	GADD45B	GADD45G	GCLC	GSTA2	GSTM3	HGF	HIF1A	HMGCS2	HSPA1A	ICAM1	IGF1	IGFBP1	IL6	IL6R	JUN	KCNK1	KRT19	LDH	LIPC	LPL	MIR122	MMP1	MMP10	MMP3	MYC	NFE2L2	NFKB1	NQO1	PDK4	PEG10	PPP2R4	PTEN	SDHB	SLC10A1	SLC22A1	SLC22A6	SLCO1B1	STAT3	SULT2A1	TGFA	TGFB1	THRSP	TIMP1	TNFRSF1A	TP53	UGT1A1	UGT1A6	XBP1
56	1,3-Propane sultone	1120-71-4	DTXSID8021195	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
57	1,3,5-Trimethylbenzene	108-67-8	DTXSID6026797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	1,4-Dichlorobenzene	106-46-7	DTXSID1020431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	1,5-Naphthalenediamine	2243-62-1	DTXSID3020916	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	NA	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	1	1	1	0	0	NA	1	NA	0	0	1	0	0	1	0	0	0	1	0	0
60	1,5,9-Cyclododecatriene	4904-61-4	DTXSID8027581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
61	1,6-Diisocyanatohexane	822-06-0	DTXSID4024143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	1	0	0	0	0	1	0	0	0	0
62	10-Undecenoic acid	112-38-9	DTXSID8035001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	1	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
63	17-Methyltestosterone	58-18-4	DTXSID1033664	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	NA	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	NA	0	1	0	0	0	0	1	1	1	0	1	NA	1	NA	0	0	0	0	1	1	0	1	0	1	1	0
64	17alpha-Estradiol	57-91-0	DTXSID8022377	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0
65	17alpha-Ethinylestradiol	57-63-6	DTXSID5020576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	1	0	1	0	0	0	0	0	0	1	0	0
66	17alpha-Hydroxyprogesterone	68-96-2	DTXSID6040747	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	1	0	0	0	NA	0	NA	0	0	0	0	0	1	0	0	0	1	0	0
67	17beta-Estradiol	50-28-2	DTXSID0020573	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	NA	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	NA	1	NA	0	1	1	0	1	0	0	0	0	1	0	0
68	17beta-Trenbolone	10161-33-8	DTXSID0034192	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1
69	1H-1,2,4-Triazole	288-88-0	DTXSID6027131	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	NA	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	NA	1	1	1	0	1	1	0	0	1	0	0	NA	1	NA	1	0	0	1	0	0	0	0	1	0	0	1
70	1H,1H,2H,2H-Perfluorooctyl iodide	2043-57-4	DTXSID2047565	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
71	2-(2-Butoxyethoxy)ethanol	112-34-5	DTXSID8021519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
72	2-(2-Ethoxyethoxy)ethanol	111-90-0	DTXSID2021941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
73	2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione	105624-86-0	DTXSID1046970	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1
74	2-(Butan-2-yl)phenol	89-72-5	DTXSID2022331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
75	2-(Hydroxymethyl)-2-nitro-1,3-propanediol	126-11-4	DTXSID8027034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
76	2-(Phenylmethylene)octanal	101-86-0	DTXSID4026684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	1	0	0	0	0
77	2-(Thiocyanomethylthio)benzothiazole	21564-17-0	DTXSID6032647	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0
78	2-[2-(2-Ethoxyethoxy)ethoxy]ethanol	112-50-5	DTXSID3024368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
79	2-Aminoanthraquinone	117-79-3	DTXSID6020068	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	NA	0	0	1	1	0	1	1	1	0	0	0	NA	1	NA	1	0	1	0	1	1	0	0	1	1	0	1
80	2-Anisidine	90-04-0	DTXSID5023877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
81	2-Butanone oxime	96-29-7	DTXSID1021821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
82	2-Butoxyethanol	111-76-2	DTXSID1024097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
83	2-Chloroacetophenone	532-27-4	DTXSID9020293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
84	2-Chloroethanol	107-07-3	DTXSID1021877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
85	2-Chlorophenol	95-57-8	DTXSID5021544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
86	2-Chlorotoluene	95-49-8	DTXSID8023977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
87	2-Ethoxyethanol	110-80-5	DTXSID7024087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
88	2-Ethyl-1-hexanol	104-76-7	DTXSID5020605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	2-Ethylhexanoic acid	149-57-5	DTXSID9025293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
90	2-Hexyloxyethanol	112-25-4	DTXSID1026908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	1	0	0	0	0	0	0	0	0	0	0
91	2-Mercaptobenzothiazole	149-30-4	DTXSID1020807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	1	0	0	0	1	0	0
92	2-Methoxy-5-methylaniline	120-71-8	DTXSID1020350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
93	2-Methoxyethanol	109-86-4	DTXSID5024182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	2-Methyl-2,4-pentanediol	107-41-5	DTXSID5021885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	1	0	0	0	0
95	2-Methyl-4,6-dinitrophenol	534-52-1	DTXSID1022053	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1
96	2-Methylaniline	95-53-4	DTXSID1026164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
97	2-Naphthalenol	135-19-3	DTXSID5027061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
98	2-Naphthylamine	91-59-8	DTXSID2020921	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	NA	0	0	1	1	0	0	0	1	0	0	0	NA	0	NA	0	0	0	0	0	1	0	0	0	1	0	0
99	2-Nitrotoluene	88-72-2	DTXSID4025791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
100	2-Norbornene-5,6-dicarboxylic anhydride	826-62-0	DTXSID0047456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
101	2-Phenoxyethanol	122-99-6	DTXSID9021976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
102	2-Phenylphenol	90-43-7	DTXSID2021151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
103	2-tert-Butyl-4-ethylphenol	96-70-8	DTXSID4044581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
104	2-tert-Butyl-4-methoxyphenol	121-00-6	DTXSID7040788	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
105	2-Tert-Butyl-5-methylphenol	88-60-8	DTXSID2026529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
106	2-tert-Butylphenol	88-18-6	DTXSID2026525	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
107	2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane	2971-36-0	DTXSID8022325	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	NA	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	NA	1	NA	0	1	1	1	1	0	1	1	1	1	1	1
108	2,2-Dibromo-3-nitrilopropionamide	10222-01-2	DTXSID5032361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	1	0	0	0	0	0	0	0	0	0	0
109	2,2,4-Trimethyl-1,3-pentanediol diisobutyrate	6846-50-0	DTXSID1027635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
110	2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine	929-59-9	DTXSID9044742	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
111	2,2',4,4'-Tetrahydroxybenzophenone	131-55-5	DTXSID5041306	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
112	2,3-Benzofuran	271-89-6	DTXSID6020141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
113	2,3-Diaminotoluene	2687-25-4	DTXSID4027494	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	NA	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	NA	0	0	1	1	0	0	1	1	0	0	0	NA	1	NA	1	1	0	0	0	1	0	1	1	1	0	1
114	2,3-Dinitrotoluene	602-01-7	DTXSID4027236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	1	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
